make,model,year,transmission,drive,date_range,fuel_type_summary,class_summary,cylinders,displ,co2,barrels08,fuelCost08,highway08,city08,comb08
Chevrolet,Express 1500 2WD Cargo,2014,Automatic,2WD,2011-2020,Gas,Other,6.0,4.3,568,20.600625,2350,19,14,16
Chevrolet,Express 1500 2WD Cargo,2014,Automatic,2WD,2011-2020,Gas,Other,8.0,5.3,598,21.974,2500,18,13,15
Chevrolet,Express 1500 2WD Conversion Cargo,2014,Automatic,2WD,2011-2020,Gas,Other,8.0,5.3,618,23.543571428571425,2700,17,13,14
Chevrolet,Express 1500 AWD Conversion Cargo,2014,Automatic,2WD,2011-2020,Gas,Other,8.0,5.3,617,23.543571428571425,2700,17,13,14
Chevrolet,Express 1500 AWD Cargo,2014,Automatic,2WD,2011-2020,Gas,Other,8.0,5.3,617,23.543571428571425,2700,17,13,14
Chevrolet,Express 2500 2WD Conversion Cargo,2014,Automatic,2WD,2011-2020,Gas,Other,8.0,6.0,740,27.4675,3100,15,10,12
GMC,Savana 1500 2WD (cargo),2014,Automatic,2WD,2011-2020,Gas,Other,6.0,4.3,568,20.600625,2350,19,14,16
GMC,Savana 1500 2WD (cargo),2014,Automatic,2WD,2011-2020,Gas,Other,8.0,5.3,598,21.974,2500,18,13,15
GMC,Savana 1500 2WD Conversion (cargo),2014,Automatic,2WD,2011-2020,Gas,Other,8.0,5.3,618,23.543571428571425,2700,17,13,14
GMC,Savana 1500  AWD (cargo),2014,Automatic,2WD,2011-2020,Gas,Other,8.0,5.3,617,23.543571428571425,2700,17,13,14
GMC,Savana 1500  AWD Conversion (cargo),2014,Automatic,2WD,2011-2020,Gas,Other,8.0,5.3,617,23.543571428571425,2700,17,13,14
GMC,Savana 2500 2WD Conversion (cargo),2014,Automatic,2WD,2011-2020,Gas,Other,8.0,6.0,740,27.4675,3100,15,10,12
Chevrolet,Express 1500 2WD Passenger,2014,Automatic,2WD,2011-2020,Gas,Other,8.0,5.3,618,23.543571428571425,2700,17,13,14
Chevrolet,Express 1500 AWD Passenger,2014,Automatic,2WD,2011-2020,Gas,Other,8.0,5.3,617,23.543571428571425,2700,17,13,14
Chevrolet,Express 2500 2WD Passenger,2014,Automatic,2WD,2011-2020,Gas,Other,8.0,4.8,670,25.354615384615386,2900,17,11,13
Chevrolet,Express 3500 2WD Passenger,2014,Automatic,2WD,2011-2020,Gas,Other,8.0,4.8,672,25.354615384615386,2900,17,11,13
Chevrolet,Express 2500 2WD Passenger,2014,Automatic,2WD,2011-2020,Gas,Other,8.0,6.0,705,25.354615384615386,2900,16,11,13
Chevrolet,Express 3500 2WD Passenger,2014,Automatic,2WD,2011-2020,Gas,Other,8.0,6.0,711,27.4675,3100,16,11,12
GMC,Savana 1500 2WD (Passenger),2014,Automatic,2WD,2011-2020,Gas,Other,8.0,5.3,618,23.543571428571425,2700,17,13,14
GMC,Savana 1500 AWD (Passenger),2014,Automatic,2WD,2011-2020,Gas,Other,8.0,5.3,617,23.543571428571425,2700,17,13,14
GMC,Savana 2500 2WD (Passenger),2014,Automatic,2WD,2011-2020,Gas,Other,8.0,4.8,670,25.354615384615386,2900,17,11,13
GMC,Savana 3500 2WD (Passenger),2014,Automatic,2WD,2011-2020,Gas,Other,8.0,4.8,672,25.354615384615386,2900,17,11,13
GMC,Savana 2500 2WD (Passenger),2014,Automatic,2WD,2011-2020,Gas,Other,8.0,6.0,705,25.354615384615386,2900,16,11,13
GMC,Savana 3500 2WD (Passenger),2014,Automatic,2WD,2011-2020,Gas,Other,8.0,6.0,714,27.4675,3100,16,11,12
Cadillac,XTS Limo,2014,Automatic,2WD,2011-2020,Gas,Other,6.0,3.6,519,19.388823529411766,2200,21,15,17
Cadillac,XTS Hearse,2014,Automatic,2WD,2011-2020,Gas,Other,6.0,3.6,526,19.388823529411766,2200,21,15,17
Honda,Odyssey,2014,Automatic,2WD,2011-2020,Gas,Other,6.0,3.5,404,14.98227272727273,1700,27,19,22
Buick,Encore,2014,Automatic,2WD,2011-2020,Gas,SUV,4.0,1.4,320,11.771785714285713,1350,33,25,28
Ford,Explorer FWD,2014,Automatic,2WD,2011-2020,Gas,SUV,4.0,2.0,391,14.330869565217393,1650,28,20,23
Ford,Escape FWD,2014,Automatic,2WD,2011-2020,Gas,SUV,4.0,1.6,347,12.677307692307693,1450,31,23,26
Ford,Escape FWD,2014,Automatic,2WD,2011-2020,Gas,SUV,4.0,2.0,363,13.73375,1550,29,22,24
Ford,Escape FWD,2014,Automatic,2WD,2011-2020,Gas,SUV,4.0,2.5,357,13.1844,1500,30,22,25
Volvo,XC60 FWD,2014,Automatic,2WD,2011-2020,Gas,SUV,6.0,3.2,416,15.695714285714288,1800,26,18,21
Volvo,XC70 FWD,2014,Automatic,2WD,2011-2020,Gas,SUV,6.0,3.2,416,15.695714285714288,1800,26,18,21
Ford,Escape AWD,2014,Automatic,4WD,2011-2020,Gas,SUV,4.0,2.0,378,13.73375,1550,28,21,24
Ford,Escape AWD,2014,Automatic,4WD,2011-2020,Gas,SUV,4.0,1.6,356,13.1844,1500,29,22,25
Subaru,Outback AWD,2014,Manual,4WD,2011-2020,Gas,SUV,4.0,2.5,368,13.73375,1550,28,22,24
Subaru,Outback AWD,2014,Automatic,4WD,2011-2020,Gas,SUV,4.0,2.5,341,12.677307692307693,1450,30,24,26
Subaru,Outback AWD,2014,Automatic,4WD,2011-2020,Gas,SUV,6.0,3.6,444,16.4805,1900,24,18,20
Volvo,XC70 AWD,2014,Automatic,4WD,2011-2020,Gas,SUV,6.0,3.0,434,16.4805,1900,24,17,20
Volvo,XC60 AWD,2014,Automatic,4WD,2011-2020,Gas,SUV,6.0,3.0,434,16.4805,1900,24,17,20
Volvo,XC70 AWD,2014,Automatic,4WD,2011-2020,Gas,SUV,6.0,3.2,420,15.695714285714288,1800,25,18,21
Volvo,XC60 AWD,2014,Automatic,4WD,2011-2020,Gas,SUV,6.0,3.2,429,16.4805,1900,25,18,20
Buick,Enclave FWD,2014,Automatic,2WD,2011-2020,Gas,SUV,6.0,3.6,465,17.347894736842107,1950,24,17,19
Chevrolet,Traverse FWD,2014,Automatic,2WD,2011-2020,Gas,SUV,6.0,3.6,465,17.347894736842107,1950,24,17,19
Chevrolet,Tahoe C10 2WD,2014,Automatic,2WD,2011-2020,Gas,SUV,8.0,5.3,520,19.388823529411766,2200,21,15,17
Chevrolet,Suburban C10 2WD,2014,Automatic,2WD,2011-2020,Gas,SUV,8.0,5.3,520,19.388823529411766,2200,21,15,17
Ford,Explorer 2WD FFV,2014,Automatic,2WD,2011-2020,Gas,SUV,6.0,3.5,450,16.4805,1900,24,17,20
Ford,Explorer FWD,2014,Automatic,2WD,2011-2020,Gas,SUV,6.0,3.5,450,16.4805,1900,24,17,20
GMC,Acadia FWD,2014,Automatic,2WD,2011-2020,Gas,SUV,6.0,3.6,465,17.347894736842107,1950,24,17,19
GMC,Yukon C10 2WD,2014,Automatic,2WD,2011-2020,Gas,SUV,8.0,5.3,520,19.388823529411766,2200,21,15,17
GMC,Yukon XL C10 2WD,2014,Automatic,2WD,2011-2020,Gas,SUV,8.0,5.3,520,19.388823529411766,2200,21,15,17
Volvo,XC90 FWD,2014,Automatic,2WD,2011-2020,Gas,SUV,6.0,3.2,455,17.347894736842107,1950,24,16,19
Buick,Enclave AWD,2014,Automatic,4WD,2011-2020,Gas,SUV,6.0,3.6,494,18.311666666666667,2100,22,16,18
Cadillac,SRX AWD,2014,Automatic,4WD,2011-2020,Gas,SUV,6.0,3.6,482,18.311666666666667,2100,23,16,18
Chevrolet,Traverse AWD,2014,Automatic,4WD,2011-2020,Gas,SUV,6.0,3.6,476,17.347894736842107,1950,23,16,19
Ford,Explorer AWD FFV,2014,Automatic,4WD,2011-2020,Gas,SUV,6.0,3.5,471,17.347894736842107,1950,23,17,19
Ford,Explorer AWD,2014,Automatic,4WD,2011-2020,Gas,SUV,6.0,3.5,471,17.347894736842107,1950,23,17,19
Ford,Explorer AWD,2014,Automatic,4WD,2011-2020,Gas,SUV,6.0,3.5,488,18.311666666666667,2100,22,16,18
GMC,Acadia AWD,2014,Automatic,4WD,2011-2020,Gas,SUV,6.0,3.6,484,18.311666666666667,2100,23,16,18
Land Rover,Range Rover,2014,Automatic,4WD,2011-2020,Gas,SUV,8.0,5.0,581,21.974,3150,19,13,15
Land Rover,Range Rover Sport,2014,Automatic,4WD,2011-2020,Gas,SUV,8.0,5.0,566,20.600625,2950,19,14,16
Porsche,Cayenne,2014,Automatic,4WD,2011-2020,Gas,SUV,6.0,3.6,468,17.347894736842107,2500,23,17,19
Porsche,Cayenne,2014,Manual,4WD,2011-2020,Gas,SUV,6.0,3.6,513,19.388823529411766,2750,22,15,17
Volkswagen,Touareg Hybrid,2014,Automatic,4WD,2011-2020,Gas,SUV,6.0,3.0,414,15.695714285714288,2250,24,20,21
Volvo,XC90 AWD,2014,Automatic,4WD,2011-2020,Gas,SUV,6.0,3.2,472,18.311666666666667,2100,23,16,18
Volkswagen,Beetle Convertible,2013,Automatic,2WD,2011-2020,Diesel,Car,4.0,2.0,332,12.328548387096776,1400,37,27,31
BMW,320i xDrive,2013,Manual,2WD,2011-2020,Gas,Car,4.0,2.0,348,12.677307692307693,1800,33,22,26
Jaguar,XF FFV,2013,Automatic,2WD,2011-2020,Gas,Car,8.0,5.0,500,18.311666666666667,2600,23,15,18
Jaguar,XJL FFV,2013,Automatic,2WD,2011-2020,Gas,Car,8.0,5.0,475,17.347894736842107,2500,24,16,19
Jaguar,XJ FFV,2013,Automatic,2WD,2011-2020,Gas,Car,8.0,5.0,503,18.311666666666667,2600,23,15,18
Jaguar,XJL FFV,2013,Automatic,2WD,2011-2020,Gas,Car,8.0,5.0,503,18.311666666666667,2600,23,15,18
Mercedes-Benz,GLK250 Bluetec 4matic,2013,Automatic,4WD,2011-2020,Diesel,SUV,4.0,2.1,371,14.155,1600,32,24,27
Ferrari,458 Italia,2014,Automatic,2WD,2011-2020,Gas,Car,8.0,4.5,618,23.543571428571425,3350,17,13,14
Ferrari,458 Italia,2014,Automatic,2WD,2011-2020,Gas,Car,8.0,4.5,609,21.974,3150,17,13,15
Ferrari,458 Spider,2014,Automatic,2WD,2011-2020,Gas,Car,8.0,4.5,618,23.543571428571425,3350,17,13,14
Ferrari,458 Spider,2014,Automatic,2WD,2011-2020,Gas,Car,8.0,4.5,609,21.974,3150,17,13,15
Ferrari,F12,2014,Automatic,2WD,2011-2020,Gas,Car,12.0,6.3,674,25.354615384615386,3600,16,12,13
Ferrari,F12,2014,Automatic,2WD,2011-2020,Gas,Car,12.0,6.3,664,25.354615384615386,3600,16,12,13
Lamborghini,Gallardo Coupe,2014,Automatic,2WD,2011-2020,Gas,Car,10.0,5.2,562,20.600625,2950,20,13,16
Lamborghini,Gallardo Spyder,2014,Automatic,2WD,2011-2020,Gas,Car,10.0,5.2,564,20.600625,2950,20,13,16
Lamborghini,Gallardo Coupe,2014,Manual,2WD,2011-2020,Gas,Car,10.0,5.2,634,21.974,3150,20,12,15
Lamborghini,Gallardo Spyder,2014,Manual,2WD,2011-2020,Gas,Car,10.0,5.2,626,23.543571428571425,3350,20,12,14
Lamborghini,Aventador Coupe,2014,Automatic,2WD,2011-2020,Gas,Car,12.0,6.5,676,25.354615384615386,3600,18,11,13
Ferrari,California,2014,Automatic,2WD,2011-2020,Gas,Car,8.0,4.3,573,20.600625,2950,19,14,16
Ferrari,California,2014,Automatic,2WD,2011-2020,Gas,Car,8.0,4.3,567,20.600625,2950,19,14,16
Audi,S5,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.0,413,15.695714285714288,2250,28,18,21
Audi,S5 Cabriolet,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.0,428,15.695714285714288,2250,26,18,21
Audi,S5,2014,Manual,2WD,2011-2020,Gas,Car,6.0,3.0,439,16.4805,2350,26,17,20
Audi,A5 quattro,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,380,14.330869565217393,2050,28,20,23
Audi,A5 Cabriolet quattro,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,380,14.330869565217393,2050,28,20,23
Audi,A5 Cabriolet,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,336,12.677307692307693,1800,31,23,26
Audi,A5 quattro,2014,Manual,2WD,2011-2020,Gas,Car,4.0,2.0,343,12.677307692307693,1800,32,22,26
Bentley,Continental GTC,2014,Automatic,2WD,2011-2020,Gas,Car,8.0,4.0,535,19.388823529411766,2750,23,14,17
Chevrolet,Spark,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,1.2,270,9.988181818181818,1150,37,30,33
Chevrolet,Spark,2014,Manual,2WD,2011-2020,Gas,Car,4.0,1.2,264,9.694411764705883,1100,38,31,34
Mercedes-Benz,E350 4matic Coupe,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.5,387,14.330869565217393,2050,28,20,23
Mercedes-Benz,E350 4matic Coupe,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.5,394,14.330869565217393,2050,28,20,23
Mercedes-Benz,E350 Coupe,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.5,391,14.330869565217393,2050,28,20,23
Mercedes-Benz,E350 Coupe,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.5,386,14.330869565217393,2050,28,20,23
Mercedes-Benz,E350 4matic Coupe,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.5,394,14.330869565217393,2050,28,20,23
Mercedes-Benz,E550 Convertible,2014,Automatic,2WD,2011-2020,Gas,Car,8.0,4.7,443,16.4805,2350,25,17,20
Volkswagen,Beetle Convertible,2014,Automatic,2WD,2011-2020,Diesel,Car,4.0,2.0,332,12.328548387096776,1400,38,27,31
Volkswagen,Beetle Convertible,2014,Manual,2WD,2011-2020,Diesel,Car,4.0,2.0,335,12.7395,1450,39,27,30
Audi,S4,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.0,413,15.695714285714288,2250,28,18,21
Audi,S4,2014,Manual,2WD,2011-2020,Gas,Car,6.0,3.0,439,16.4805,2350,26,17,20
Audi,A4 quattro,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,380,14.330869565217393,2050,28,20,23
Audi,A4,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,336,12.677307692307693,1800,31,23,26
Audi,A4 quattro,2014,Manual,2WD,2011-2020,Gas,Car,4.0,2.0,343,12.677307692307693,1800,32,22,26
Buick,Verano,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,373,13.73375,1550,29,21,24
Buick,Verano,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,2.4,363,13.73375,1550,31,21,24
Cadillac,ATS AWD,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.6,428,15.695714285714288,1800,26,18,21
Cadillac,ATS AWD,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,386,14.330869565217393,1650,29,20,23
Cadillac,ATS,2014,Manual,2WD,2011-2020,Gas,Car,4.0,2.0,389,14.330869565217393,1650,29,19,23
Cadillac,ATS,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.6,412,14.98227272727273,1700,27,18,22
Chevrolet,Camaro,2014,Automatic,2WD,2011-2020,Gas,Car,8.0,6.2,483,18.311666666666667,2100,24,15,18
Chevrolet,Camaro,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.6,399,14.98227272727273,1700,29,19,22
Chevrolet,Camaro,2014,Manual,2WD,2011-2020,Gas,Car,6.0,3.6,440,16.4805,1900,27,17,20
Chevrolet,Sonic,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,1.8,317,11.771785714285713,1350,34,24,28
Chevrolet,Camaro,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.6,422,15.695714285714288,1800,27,18,21
Chevrolet,Camaro,2014,Manual,2WD,2011-2020,Gas,Car,8.0,6.2,480,17.347894736842107,1950,24,16,19
Ford,Fiesta ST FWD,2014,Manual,2WD,2011-2020,Gas,Car,4.0,1.6,305,11.36586206896552,1300,34,26,29
Mercedes-Benz,C300 4matic,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.5,405,14.98227272727273,2150,26,19,22
Mercedes-Benz,CLS63 AMG 4matic,2014,Automatic,2WD,2011-2020,Gas,Car,8.0,5.5,495,18.311666666666667,2600,22,16,18
Mercedes-Benz,CLS63 AMG S 4matic,2014,Automatic,2WD,2011-2020,Gas,Car,8.0,5.5,495,18.311666666666667,2600,22,16,18
Volkswagen,Jetta,2014,Automatic,2WD,2011-2020,Diesel,Car,4.0,2.0,318,11.94328125,1350,37,29,32
Volkswagen,Golf,2014,Automatic,2WD,2011-2020,Diesel,Car,4.0,2.0,318,11.94328125,1350,37,29,32
Volkswagen,Jetta,2014,Manual,2WD,2011-2020,Diesel,Car,4.0,2.0,315,11.94328125,1350,39,29,32
Volkswagen,Golf,2014,Manual,2WD,2011-2020,Diesel,Car,4.0,2.0,315,11.94328125,1350,39,29,32
Volkswagen,Beetle,2014,Automatic,2WD,2011-2020,Diesel,Car,4.0,2.0,321,11.94328125,1350,40,28,32
Volkswagen,Beetle,2014,Manual,2WD,2011-2020,Diesel,Car,4.0,2.0,335,12.7395,1450,39,27,30
Volkswagen,CC,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,349,13.1844,1900,31,22,25
Volkswagen,CC,2014,Manual,2WD,2011-2020,Gas,Car,4.0,2.0,360,13.1844,1900,32,21,25
Audi,A7 quattro,2014,Automatic,2WD,2011-2020,Diesel,Car,6.0,3.0,349,13.178793103448278,1500,38,24,29
Audi,A8,2014,Automatic,2WD,2011-2020,Gas,Car,8.0,4.0,424,15.695714285714288,2250,28,17,21
Audi,S8,2014,Automatic,2WD,2011-2020,Gas,Car,8.0,4.0,483,18.311666666666667,2600,26,15,18
Audi,S7,2014,Automatic,2WD,2011-2020,Gas,Car,8.0,4.0,441,16.4805,2350,27,17,20
Audi,S6,2014,Automatic,2WD,2011-2020,Gas,Car,8.0,4.0,441,16.4805,2350,27,17,20
Audi,RS 7,2014,Automatic,2WD,2011-2020,Gas,Car,8.0,4.0,472,17.347894736842107,2500,27,15,19
Audi,A8,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.0,420,15.695714285714288,2250,28,18,21
Audi,A7 quattro,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.0,420,15.695714285714288,2250,28,18,21
Audi,A6 quattro,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.0,414,15.695714285714288,2250,27,18,21
Audi,A6,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,320,11.771785714285713,1700,33,25,28
Audi,A6 quattro,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,386,14.330869565217393,2050,29,20,23
Buick,LaCrosse,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.6,422,15.695714285714288,1800,28,18,21
Buick,Regal eAssist,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,2.4,312,11.771785714285713,1350,35,24,28
Buick,LaCrosse eAssist,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,2.4,312,11.771785714285713,1350,35,24,28
Buick,LaCrosse AWD,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.6,438,16.4805,1900,26,17,20
Cadillac,CTS Sedan AWD,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.6,428,15.695714285714288,1800,26,18,21
Cadillac,CTS AWD,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.6,431,15.695714285714288,1800,26,18,21
Cadillac,CTS,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.6,422,15.695714285714288,1800,27,18,21
Chevrolet,Malibu,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,373,13.73375,1550,29,21,24
Chevrolet,Malibu eAssist,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,2.4,312,11.771785714285713,1350,35,24,28
Chevrolet,Sonic 5,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,1.8,317,11.771785714285713,1350,34,24,28
Ferrari,FF,2014,Automatic,2WD,2011-2020,Gas,Car,12.0,6.3,692,25.354615384615386,3600,17,11,13
Ferrari,FF,2014,Automatic,2WD,2011-2020,Gas,Car,12.0,6.3,679,25.354615384615386,3600,17,11,13
Mercedes-Benz,E400 Hybrid,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.5,336,12.677307692307693,1800,30,24,26
Audi,A8 L,2014,Automatic,2WD,2011-2020,Gas,Car,8.0,4.0,460,17.347894736842107,2500,26,16,19
Audi,A8 L,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.0,420,15.695714285714288,2250,28,18,21
Audi,A8 L,2014,Automatic,2WD,2011-2020,Gas,Car,12.0,6.3,585,21.974,3150,20,13,15
Cadillac,XTS AWD,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.6,475,17.347894736842107,2500,24,16,19
Chevrolet,Impala eAssist,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,2.4,312,11.771785714285713,1350,35,24,28
Chevrolet,Impala Limited,2014,Automatic,2WD,2011-2020,Gas,Car,6.0,3.6,410,14.98227272727273,1700,29,18,22
Audi,allroad quattro,2014,Automatic,2WD,2011-2020,Gas,Wagon,4.0,2.0,396,14.98227272727273,2150,26,20,22
Cadillac,CTS Wagon,2014,Automatic,2WD,2011-2020,Gas,Wagon,6.0,3.0,425,15.695714285714288,1800,26,18,21
Cadillac,CTS Wagon AWD,2014,Automatic,2WD,2011-2020,Gas,Wagon,6.0,3.0,422,15.695714285714288,1800,26,18,21
Cadillac,CTS Wagon AWD,2014,Automatic,2WD,2011-2020,Gas,Wagon,6.0,3.6,431,15.695714285714288,1800,26,18,21
Cadillac,CTS Wagon,2014,Automatic,2WD,2011-2020,Gas,Wagon,6.0,3.6,428,15.695714285714288,1800,26,18,21
Volkswagen,Jetta SportWagen,2014,Manual,2WD,2011-2020,Diesel,Wagon,4.0,2.0,315,11.94328125,1350,39,29,32
Mercedes-Benz,E63 AMG 4matic (wagon),2014,Automatic,2WD,2011-2020,Gas,Wagon,8.0,5.5,507,19.388823529411766,2750,21,15,17
Mercedes-Benz,E63 AMG S 4matic (wagon),2014,Automatic,2WD,2011-2020,Gas,Wagon,8.0,5.5,497,18.311666666666667,2600,21,16,18
Chevrolet,Equinox FWD,2014,Automatic,2WD,2011-2020,Gas,SUV,6.0,3.6,456,17.347894736842107,1950,24,17,19
Chevrolet,Equinox FWD,2014,Automatic,2WD,2011-2020,Gas,SUV,4.0,2.4,347,12.677307692307693,1450,31,22,26
Chevrolet,Equinox FWD,2014,Automatic,2WD,2011-2020,Gas,SUV,6.0,3.6,411,16.4805,1900,24,17,20
GMC,Terrain FWD,2014,Automatic,2WD,2011-2020,Gas,SUV,6.0,3.6,456,17.347894736842107,1950,24,17,19
GMC,Terrain FWD,2014,Automatic,2WD,2011-2020,Gas,SUV,4.0,2.4,347,12.677307692307693,1450,31,22,26
GMC,Terrain FWD,2014,Automatic,2WD,2011-2020,Gas,SUV,6.0,3.6,411,16.4805,1900,24,17,20
Infiniti,QX70 RWD,2014,Automatic,2WD,2011-2020,Gas,SUV,6.0,3.7,461,17.347894736842107,2500,24,17,19
Mercedes-Benz,GLK350,2014,Automatic,2WD,2011-2020,Gas,SUV,6.0,3.5,413,14.98227272727273,2150,26,19,22
Volkswagen,Tiguan,2014,Automatic,2WD,2011-2020,Gas,SUV,4.0,2.0,393,14.330869565217393,2050,26,21,23
Volkswagen,Tiguan,2014,Manual,2WD,2011-2020,Gas,SUV,4.0,2.0,417,15.695714285714288,2250,26,18,21
Audi,Q5 Hybrid,2014,Automatic,4WD,2011-2020,Gas,SUV,4.0,2.0,337,12.677307692307693,1800,30,24,26
Audi,Q5,2014,Automatic,4WD,2011-2020,Gas,SUV,6.0,3.0,429,15.695714285714288,2250,26,18,21
Audi,Q5,2014,Automatic,4WD,2011-2020,Gas,SUV,4.0,2.0,395,14.98227272727273,2150,27,20,22
Buick,Encore AWD,2014,Automatic,4WD,2011-2020,Gas,SUV,4.0,1.4,351,13.1844,1500,29,23,25
Chevrolet,Equinox AWD,2014,Automatic,4WD,2011-2020,Gas,SUV,6.0,3.6,476,17.347894736842107,1950,23,16,19
Chevrolet,Equinox AWD,2014,Automatic,4WD,2011-2020,Gas,SUV,4.0,2.4,381,14.330869565217393,1650,28,20,23
Chevrolet,Equinox AWD,2014,Automatic,4WD,2011-2020,Gas,SUV,4.0,2.4,381,14.330869565217393,1650,28,20,23
GMC,Terrain AWD,2014,Automatic,4WD,2011-2020,Gas,SUV,6.0,3.6,476,17.347894736842107,1950,23,16,19
GMC,Terrain AWD,2014,Automatic,4WD,2011-2020,Gas,SUV,4.0,2.4,381,14.330869565217393,1650,28,20,23
GMC,Terrain AWD,2014,Automatic,4WD,2011-2020,Gas,SUV,4.0,2.4,381,14.330869565217393,1650,28,20,23
Infiniti,QX70 AWD,2014,Automatic,4WD,2011-2020,Gas,SUV,8.0,5.0,547,20.600625,2950,20,14,16
Infiniti,QX70 AWD,2014,Automatic,4WD,2011-2020,Gas,SUV,6.0,3.7,481,18.311666666666667,2600,22,16,18
Mercedes-Benz,GLK350 4matic,2014,Automatic,4WD,2011-2020,Gas,SUV,6.0,3.5,426,15.695714285714288,2250,25,19,21
Cadillac,Escalade 2WD,2014,Automatic,2WD,2011-2020,Gas,SUV,8.0,6.2,571,20.600625,2350,18,14,16
Cadillac,Escalade ESV 2WD,2014,Automatic,2WD,2011-2020,Gas,SUV,8.0,6.2,571,20.600625,2350,18,14,16
GMC,Yukon C10 2WD,2014,Automatic,2WD,2011-2020,Gas,SUV,8.0,6.2,571,20.600625,2350,18,14,16
GMC,Yukon XL C10 2WD,2014,Automatic,2WD,2011-2020,Gas,SUV,8.0,6.2,571,20.600625,2350,18,14,16
Audi,Q7,2014,Automatic,4WD,2011-2020,Diesel,SUV,6.0,3.0,466,17.372045454545457,1950,27,19,22
Audi,Q7,2014,Automatic,4WD,2011-2020,Gas,SUV,6.0,3.0,497,18.311666666666667,2600,22,16,18
Cadillac,Escalade AWD,2014,Automatic,4WD,2011-2020,Gas,SUV,8.0,6.2,581,21.974,2500,18,13,15
Cadillac,Escalade ESV AWD,2014,Automatic,4WD,2011-2020,Gas,SUV,8.0,6.2,612,23.543571428571425,2700,18,13,14
Chevrolet,Tahoe K10 4WD,2014,Automatic,4WD,2011-2020,Gas,SUV,8.0,5.3,520,19.388823529411766,2200,21,15,17
Chevrolet,Suburban K10 4WD,2014,Automatic,4WD,2011-2020,Gas,SUV,8.0,5.3,520,19.388823529411766,2200,21,15,17
GMC,Yukon XL K10 4WD,2014,Automatic,4WD,2011-2020,Gas,SUV,8.0,5.3,520,19.388823529411766,2200,21,15,17
GMC,Yukon K10 4WD,2014,Automatic,4WD,2011-2020,Gas,SUV,8.0,5.3,520,19.388823529411766,2200,21,15,17
GMC,Yukon Denali K10 AWD,2014,Automatic,4WD,2011-2020,Gas,SUV,8.0,6.2,581,21.974,2500,18,13,15
GMC,Yukon XL K10 AWD,2014,Automatic,4WD,2011-2020,Gas,SUV,8.0,6.2,612,23.543571428571425,2700,18,13,14
Chevrolet,Volt,2014,Automatic,2WD,2011-2020,Gas,Car,4.0,1.4,81,3.092538803571429,1250,40,35,37
Ferrari,F12,2013,Automatic,2WD,2011-2020,Gas,Car,12.0,6.3,674,25.354615384615386,3600,16,12,13
Ferrari,F12,2013,Automatic,2WD,2011-2020,Gas,Car,12.0,6.3,664,25.354615384615386,3600,16,12,13
Dodge,Dart,2013,Automatic,2WD,2011-2020,Gas,Car,4.0,2.4,379,13.73375,1550,30,21,24
