make,model,year,cylinders,trany,displ,VClass,co2,barrels08,fuelCost08,fuelType,highway08,city08,comb08
Infiniti,Q60 AWD Coupe,2014,6.0,Automatic (S7),3.7,Subcompact Cars,436,16.4805,2350,Premium,25,18,20
Infiniti,Q60 Convertible,2014,6.0,Automatic (S7),3.7,Subcompact Cars,435,16.4805,2350,Premium,25,18,20
Infiniti,Q60 Convertible,2014,6.0,Manual 6-spd,3.7,Subcompact Cars,464,17.347894736842107,2500,Premium,24,16,19
Infiniti,Q60 Coupe,2014,6.0,Automatic (S7),3.7,Subcompact Cars,412,14.98227272727273,2150,Premium,27,19,22
Infiniti,Q60 Coupe,2014,6.0,Manual 6-spd,3.7,Subcompact Cars,441,16.4805,2350,Premium,25,17,20
Mercedes-Benz,ML350,2014,6.0,Automatic 7-spd,3.5,Standard Sport Utility Vehicle 2WD,440,16.4805,2350,Premium,23,18,20
Mercedes-Benz,GL550 4matic,2014,8.0,Automatic 7-spd,4.7,Standard Sport Utility Vehicle 4WD,587,21.974,3150,Premium,18,13,15
Mercedes-Benz,GL63 AMG,2014,8.0,Automatic 7-spd,5.5,Standard Sport Utility Vehicle 4WD,615,23.543571428571425,3350,Premium,17,13,14
Mercedes-Benz,ML350 4matic,2014,6.0,Automatic 7-spd,3.5,Standard Sport Utility Vehicle 4WD,456,17.347894736842107,2500,Premium,22,18,19
Mercedes-Benz,ML63 AMG,2014,8.0,Automatic 7-spd,5.5,Standard Sport Utility Vehicle 4WD,611,21.974,3150,Premium,17,13,15
BMW,335i,2014,6.0,Manual 6-spd,3.0,Compact Cars,381,14.330869565217393,2050,Premium,29,20,23
BMW,535i,2014,6.0,Manual 6-spd,3.0,Midsize Cars,381,14.330869565217393,2050,Premium,29,20,23
BMW,740Li xDrive,2014,6.0,Automatic (S8),3.0,Large Cars,403,14.98227272727273,2150,Premium,28,19,22
Infiniti,QX50,2014,6.0,Automatic (S7),3.7,Small Station Wagons,439,16.4805,2350,Premium,25,18,20
Infiniti,QX50 AWD,2014,6.0,Automatic (S7),3.7,Small Station Wagons,448,16.4805,2350,Premium,24,17,20
MINI,Cooper Clubvan,2014,4.0,Manual 6-spd,1.6,Two Seaters,295,10.987,1550,Premium,34,27,30
Lotus,Evora,2014,6.0,Manual 6-spd,3.5,Minicompact Cars,420,15.695714285714288,2250,Premium,26,18,21
Lotus,Evora,2014,6.0,Manual 6-spd,3.5,Minicompact Cars,433,16.4805,2350,Premium,26,17,20
Lotus,Evora,2014,6.0,Automatic (S6),3.5,Minicompact Cars,396,14.98227272727273,2150,Premium,28,19,22
Lotus,Evora,2014,6.0,Automatic (S6),3.5,Minicompact Cars,402,14.98227272727273,2150,Premium,28,19,22
Subaru,BRZ,2014,4.0,Manual 6-spd,2.0,Minicompact Cars,363,13.73375,1950,Premium,29,21,24
Subaru,BRZ,2014,4.0,Automatic (S6),2.0,Minicompact Cars,321,11.771785714285713,1700,Premium,33,24,28
Maserati,GranTurismo Convertible,2014,8.0,Automatic 6-spd,4.7,Subcompact Cars,577,21.974,3150,Premium,20,13,15
BMW,328i,2014,4.0,Automatic (S8),2.0,Compact Cars,327,12.207777777777778,1750,Premium,34,23,27
BMW,328i,2014,4.0,Manual 6-spd,2.0,Compact Cars,341,12.677307692307693,1800,Premium,33,22,26
BMW,328i xDrive,2014,4.0,Automatic (S8),2.0,Compact Cars,346,12.677307692307693,1800,Premium,32,22,26
BMW,320i,2014,4.0,Manual 6-spd,2.0,Compact Cars,326,12.207777777777778,1750,Premium,35,23,27
BMW,335i xDrive,2014,6.0,Manual 6-spd,3.0,Compact Cars,392,14.330869565217393,2050,Premium,28,20,23
Chrysler,200 Convertible,2014,4.0,Automatic 6-spd,2.4,Compact Cars,407,14.98227272727273,1700,Regular,29,18,22
Chrysler,200 Convertible,2014,6.0,Automatic 6-spd,3.6,Compact Cars,399,14.98227272727273,1700,Gasoline or E85,28,19,22
Mazda,2,2014,4.0,Manual 5-spd,1.5,Compact Cars,286,10.63258064516129,1200,Regular,34,29,31
Mazda,2,2014,4.0,Automatic 4-spd,1.5,Compact Cars,296,10.987,1250,Regular,33,28,30
Rolls-Royce,Phantom Drophead Coupe,2014,12.0,Automatic (S8),6.7,Compact Cars,637,23.543571428571425,3350,Premium,19,11,14
Subaru,Impreza AWD,2014,4.0,Manual 5-spd,2.0,Compact Cars,323,11.771785714285713,1350,Regular,33,24,28
Subaru,Impreza AWD,2014,4.0,Automatic (variable gear ratios),2.0,Compact Cars,300,10.987,1250,Regular,35,27,30
Volkswagen,Jetta Hybrid,2014,4.0,Automatic (AM-S7),1.4,Compact Cars,200,7.491136363636365,1050,Premium,48,41,44
Volkswagen,GTI,2014,4.0,Automatic (AM-S6),2.0,Compact Cars,333,12.207777777777778,1750,Premium,32,24,27
Volkswagen,GTI,2014,4.0,Manual 6-spd,2.0,Compact Cars,361,13.1844,1900,Premium,31,21,25
BMW,528i xDrive,2014,4.0,Automatic (S8),2.0,Midsize Cars,346,12.677307692307693,1800,Premium,32,22,26
BMW,535i xDrive,2014,6.0,Automatic (S8),3.0,Midsize Cars,384,14.330869565217393,2050,Premium,29,20,23
BMW,535d,2014,6.0,Automatic (S8),3.0,Midsize Cars,342,12.7395,1450,Diesel,37,26,30
BMW,535d xDrive,2014,6.0,Automatic (S8),3.0,Midsize Cars,345,13.178793103448278,1500,Diesel,36,26,29
BMW,550i,2014,8.0,Automatic (S8),4.4,Midsize Cars,456,16.4805,2350,Premium,25,17,20
BMW,550i xDrive,2014,8.0,Automatic (S8),4.4,Midsize Cars,466,17.347894736842107,2500,Premium,24,16,19
Buick,LaCrosse,2014,6.0,Automatic (S6),3.6,Midsize Cars,417,15.695714285714288,1800,Regular,28,18,21
Buick,Regal,2014,4.0,Automatic (S6),2.0,Midsize Cars,373,13.73375,1550,Regular,29,21,24
Buick,Regal,2014,4.0,Automatic (S6),2.4,Midsize Cars,381,14.330869565217393,1650,Regular,30,19,23
Buick,Regal,2014,4.0,Manual 6-spd,2.0,Midsize Cars,372,13.73375,1550,Regular,31,20,24
Chrysler,200,2014,4.0,Automatic 4-spd,2.4,Midsize Cars,371,13.73375,1550,Regular,29,21,24
Chrysler,200,2014,4.0,Automatic 6-spd,2.4,Midsize Cars,380,14.330869565217393,1650,Regular,30,20,23
Chrysler,200,2014,6.0,Automatic 6-spd,3.6,Midsize Cars,399,14.98227272727273,1700,Gasoline or E85,28,19,22
Dodge,Avenger,2014,4.0,Automatic 4-spd,2.4,Midsize Cars,371,13.73375,1550,Regular,29,21,24
Dodge,Avenger,2014,4.0,Automatic 6-spd,2.4,Midsize Cars,380,14.330869565217393,1650,Regular,30,20,23
Dodge,Avenger,2014,6.0,Automatic 6-spd,3.6,Midsize Cars,399,14.98227272727273,1700,Gasoline or E85,28,19,22
Dodge,Challenger,2014,6.0,Automatic 5-spd,3.6,Midsize Cars,422,15.695714285714288,2050,Midgrade,27,18,21
Dodge,Challenger,2014,8.0,Automatic 5-spd,5.7,Midsize Cars,487,18.311666666666667,2400,Midgrade,24,15,18
Jaguar,XF,2014,8.0,Automatic (S8),5.0,Midsize Cars,500,18.311666666666667,2600,Premium,23,15,18
Jaguar,XF AWD,2014,6.0,Automatic (S8),3.0,Midsize Cars,461,17.347894736842107,2500,Premium,25,16,19
Maserati,Ghibli V6 AWD,2014,6.0,Automatic 8-spd,3.0,Midsize Cars,488,18.311666666666667,2600,Premium,25,15,18
Rolls-Royce,Wraith,2014,12.0,Automatic (S8),6.6,Midsize Cars,577,21.974,3150,Premium,21,13,15
BMW,328i xDrive Gran Turismo,2014,4.0,Automatic (S8),2.0,Large Cars,346,12.677307692307693,1800,Premium,32,22,26
BMW,535i Gran Turismo,2014,6.0,Automatic (S8),3.0,Large Cars,405,14.98227272727273,2150,Premium,27,19,22
BMW,550i Gran Turismo,2014,8.0,Automatic (S8),4.4,Large Cars,465,17.347894736842107,2500,Premium,24,16,19
BMW,550i xDrive Gran Turismo,2014,8.0,Automatic (S8),4.4,Large Cars,469,17.347894736842107,2500,Premium,24,16,19
BMW,750i,2014,8.0,Automatic (S8),4.4,Large Cars,456,16.4805,2350,Premium,25,17,20
BMW,750Li,2014,8.0,Automatic (S8),4.4,Large Cars,465,17.347894736842107,2500,Premium,24,16,19
BMW,750i xDrive,2014,8.0,Automatic (S8),4.4,Large Cars,469,17.347894736842107,2500,Premium,24,16,19
BMW,750Li xDrive,2014,8.0,Automatic (S8),4.4,Large Cars,469,17.347894736842107,2500,Premium,24,16,19
BMW,Alpina B7 SWB,2014,8.0,Automatic (S8),4.4,Large Cars,465,17.347894736842107,2500,Premium,24,16,19
BMW,Alpina B7 LWB,2014,8.0,Automatic (S8),4.4,Large Cars,465,17.347894736842107,2500,Premium,24,16,19
BMW,Alpina B7 SWB xDrive,2014,8.0,Automatic (S8),4.4,Large Cars,469,17.347894736842107,2500,Premium,24,16,19
BMW,Alpina B7 LWB xDrive,2014,8.0,Automatic (S8),4.4,Large Cars,469,17.347894736842107,2500,Premium,24,16,19
BMW,760Li,2014,12.0,Automatic (S8),6.0,Large Cars,584,21.974,3150,Premium,20,13,15
Cadillac,XTS,2014,6.0,Automatic (S6),3.6,Large Cars,417,15.695714285714288,1800,Regular,28,18,21
Chrysler,300,2014,8.0,Automatic 5-spd,5.7,Large Cars,487,18.311666666666667,2400,Midgrade,24,15,18
Chrysler,300 AWD,2014,6.0,Automatic 8-spd,3.6,Large Cars,415,15.695714285714288,1800,Regular,27,18,21
Chrysler,300 AWD,2014,6.0,Automatic 8-spd,3.6,Large Cars,415,15.695714285714288,1800,Gasoline or E85,27,18,21
Chrysler,300 AWD,2014,8.0,Automatic 5-spd,5.7,Large Cars,503,18.311666666666667,2400,Midgrade,23,15,18
Dodge,Charger,2014,6.0,Automatic 5-spd,3.6,Large Cars,422,15.695714285714288,1800,Regular,27,18,21
Dodge,Charger,2014,6.0,Automatic 5-spd,3.6,Large Cars,422,15.695714285714288,1800,Gasoline or E85,27,18,21
Dodge,Charger,2014,8.0,Automatic 5-spd,5.7,Large Cars,487,18.311666666666667,2400,Midgrade,24,15,18
Dodge,Charger AWD,2014,6.0,Automatic 8-spd,3.6,Large Cars,415,15.695714285714288,1800,Regular,27,18,21
Dodge,Charger AWD,2014,6.0,Automatic 8-spd,3.6,Large Cars,415,15.695714285714288,1800,Gasoline or E85,27,18,21
Dodge,Charger AWD,2014,8.0,Automatic 5-spd,5.7,Large Cars,503,18.311666666666667,2400,Midgrade,23,15,18
Jaguar,XJ,2014,8.0,Automatic (S8),5.0,Large Cars,503,18.311666666666667,2600,Premium,23,15,18
Jaguar,XJL,2014,8.0,Automatic (S8),5.0,Large Cars,503,18.311666666666667,2600,Premium,23,15,18
Jaguar,XJ AWD,2014,6.0,Automatic (S8),3.0,Large Cars,468,17.347894736842107,2500,Premium,24,16,19
Jaguar,XJL AWD,2014,6.0,Automatic (S8),3.0,Large Cars,470,17.347894736842107,2500,Premium,24,16,19
Maserati,Quattroporte SQ4 V6,2014,6.0,Automatic 8-spd,3.0,Large Cars,493,18.311666666666667,2600,Premium,24,15,18
Rolls-Royce,Phantom,2014,12.0,Automatic (S8),6.7,Large Cars,638,23.543571428571425,3350,Premium,19,11,14
Rolls-Royce,Phantom EWB,2014,12.0,Automatic (S8),6.7,Large Cars,637,23.543571428571425,3350,Premium,19,11,14
Rolls-Royce,Ghost,2014,12.0,Automatic (S8),6.6,Large Cars,580,21.974,3150,Premium,21,13,15
Rolls-Royce,Ghost EWB,2014,12.0,Automatic (S8),6.6,Large Cars,580,21.974,3150,Premium,21,13,15
Subaru,Impreza Wagon AWD,2014,4.0,Manual 5-spd,2.0,Small Station Wagons,324,12.207777777777778,1400,Regular,33,24,27
Subaru,Impreza Wagon AWD,2014,4.0,Automatic (variable gear ratios),2.0,Small Station Wagons,300,10.987,1250,Regular,35,27,30
Honda,CR-V 2WD,2014,4.0,Automatic 5-spd,2.4,Small Sport Utility Vehicle 2WD,345,12.677307692307693,1450,Regular,30,23,26
Mazda,CX-9 2WD,2014,6.0,Automatic (S6),3.7,Small Sport Utility Vehicle 2WD,456,17.347894736842107,1950,Regular,24,17,19
Audi,SQ5,2014,6.0,Automatic (S8),3.0,Small Sport Utility Vehicle 4WD,475,17.347894736842107,2500,Premium,23,16,19
Honda,CR-V 4WD,2014,4.0,Automatic 5-spd,2.4,Small Sport Utility Vehicle 4WD,357,13.1844,1500,Regular,29,22,25
Mazda,CX-9 4WD,2014,6.0,Automatic (S6),3.7,Small Sport Utility Vehicle 4WD,480,17.347894736842107,1950,Regular,22,16,19
Mercedes-Benz,GLK350 4matic,2014,6.0,Automatic 7-spd,3.5,Small Sport Utility Vehicle 4WD,431,15.695714285714288,2250,Premium,25,18,21
Subaru,XV Crosstrek AWD,2014,4.0,Manual 5-spd,2.0,Small Sport Utility Vehicle 4WD,349,13.1844,1500,Regular,29,23,25
Subaru,XV Crosstrek AWD,2014,4.0,Automatic (variable gear ratios),2.0,Small Sport Utility Vehicle 4WD,320,11.771785714285713,1350,Regular,32,25,28
Cadillac,SRX 2WD,2014,6.0,Automatic (S6),3.6,Standard Sport Utility Vehicle 2WD,462,17.347894736842107,1950,Regular,24,17,19
Toyota,Sequoia 2WD,2014,8.0,Automatic (S6),5.7,Standard Sport Utility Vehicle 2WD,605,21.974,2500,Regular,18,13,15
BMW,X5 xDrive35i,2014,6.0,Automatic (S8),3.0,Standard Sport Utility Vehicle 4WD,420,15.695714285714288,2250,Premium,26,18,21
BMW,X5 xDrive50i,2014,8.0,Automatic (S8),4.4,Standard Sport Utility Vehicle 4WD,524,19.388823529411766,2750,Premium,22,15,17
Mercedes-Benz,ML550 4matic,2014,8.0,Automatic 7-spd,4.7,Standard Sport Utility Vehicle 4WD,552,20.600625,2950,Premium,19,14,16
Mercedes-Benz,GL450 4matic,2014,8.0,Automatic 7-spd,4.7,Standard Sport Utility Vehicle 4WD,569,20.600625,2950,Premium,19,14,16
Toyota,Sequoia 4WD FFV,2014,8.0,Automatic (S6),5.7,Standard Sport Utility Vehicle 4WD,610,21.974,2500,Gasoline or E85,17,13,15
Toyota,Sequoia 4WD,2014,8.0,Automatic (S6),5.7,Standard Sport Utility Vehicle 4WD,612,23.543571428571425,2700,Regular,17,13,14
Ram,1500 2WD,2013,8.0,Automatic 8-spd,5.7,Standard Pickup Trucks 2WD,514,19.388823529411766,2550,Midgrade,21,15,17
Mazda,3 4-Door,2014,4.0,Automatic (S6),2.0,Compact Cars,267,9.988181818181818,1150,Regular,39,30,33
Mazda,3 4-Door,2014,4.0,Manual 6-spd,2.0,Compact Cars,270,9.988181818181818,1150,Regular,39,29,33
Nissan,Altima,2014,4.0,Automatic (variable gear ratios),2.5,Midsize Cars,290,10.63258064516129,1200,Regular,37,27,31
Nissan,Altima,2014,6.0,Automatic (AV-S7),3.5,Midsize Cars,353,13.1844,1500,Regular,31,22,25
Toyota,Tundra 2WD,2014,6.0,Automatic (S5),4.0,Standard Pickup Trucks 2WD,506,19.388823529411766,2200,Regular,20,16,17
Toyota,Tundra 2WD,2014,8.0,Automatic (S6),4.6,Standard Pickup Trucks 2WD,537,19.388823529411766,2200,Regular,19,15,17
Toyota,Tundra 2WD,2014,8.0,Automatic (S6),5.7,Standard Pickup Trucks 2WD,599,21.974,2500,Regular,18,13,15
Toyota,Tundra 4WD,2014,8.0,Automatic (S6),4.6,Standard Pickup Trucks 4WD,563,20.600625,2350,Regular,18,14,16
Toyota,Tundra 4WD,2014,8.0,Automatic (S6),5.7,Standard Pickup Trucks 4WD,603,21.974,2500,Regular,17,13,15
Toyota,Tundra 4WD FFV,2014,8.0,Automatic (S6),5.7,Standard Pickup Trucks 4WD,598,21.974,2500,Gasoline or E85,18,13,15
Toyota,Venza,2014,4.0,Automatic (S6),2.7,Small Sport Utility Vehicle 2WD,392,14.330869565217393,1650,Regular,26,20,23
Toyota,Venza,2014,6.0,Automatic (S6),3.5,Small Sport Utility Vehicle 2WD,413,15.695714285714288,1800,Regular,26,19,21
Toyota,Venza 4WD,2014,4.0,Automatic (S6),2.7,Small Sport Utility Vehicle 4WD,388,14.98227272727273,1700,Regular,26,20,22
Toyota,Venza 4WD,2014,6.0,Automatic (S6),3.5,Small Sport Utility Vehicle 4WD,425,15.695714285714288,1800,Regular,25,18,21
Chevrolet,Corvette,2014,8.0,Automatic (S6),6.2,Two Seaters,456,16.4805,2350,Premium,27,16,20
Mercedes-Benz,SL65 AMG,2014,12.0,Automatic 7-spd,6.0,Two Seaters,537,19.388823529411766,2750,Premium,21,14,17
Mercedes-Benz,SLS AMG Black Series Coupe,2014,8.0,Automatic (AM7),6.2,Two Seaters,623,23.543571428571425,3350,Premium,17,13,14
Scion,FR-S,2014,4.0,Manual 6-spd,2.0,Minicompact Cars,360,13.1844,1900,Premium,30,22,25
Scion,FR-S,2014,4.0,Automatic (S6),2.0,Minicompact Cars,320,11.771785714285713,1700,Premium,33,24,28
BMW,428i Coupe,2014,4.0,Automatic (S8),2.0,Compact Cars,327,12.207777777777778,1750,Premium,34,23,27
BMW,428i Coupe,2014,4.0,Manual 6-spd,2.0,Compact Cars,341,12.677307692307693,1800,Premium,33,22,26
BMW,428i xDrive Coupe,2014,4.0,Automatic (S8),2.0,Compact Cars,346,12.677307692307693,1800,Premium,32,22,26
BMW,435i Coupe,2014,6.0,Automatic (S8),3.0,Compact Cars,353,13.1844,1900,Premium,32,22,25
BMW,435i Coupe,2014,6.0,Manual 6-spd,3.0,Compact Cars,381,14.330869565217393,2050,Premium,29,20,23
BMW,435i xDrive Coupe,2014,6.0,Automatic (S8),3.0,Compact Cars,377,13.73375,1950,Premium,30,20,24
BMW,435i xDrive Coupe,2014,6.0,Manual 6-spd,3.0,Compact Cars,392,14.330869565217393,2050,Premium,28,20,23
Mazda,3 4-Door,2014,4.0,Automatic (S6),2.5,Compact Cars,282,10.63258064516129,1200,Regular,38,28,31
Mazda,3 4-Door,2014,4.0,Automatic (S6),2.5,Compact Cars,280,10.3003125,1150,Regular,38,28,32
Mercedes-Benz,C300 4matic,2014,6.0,Automatic 7-spd,3.5,Compact Cars,395,14.98227272727273,2150,Premium,27,20,22
Rolls-Royce,Phantom Coupe,2014,12.0,Automatic (S8),6.7,Compact Cars,638,23.543571428571425,3350,Premium,19,11,14
Buick,Regal AWD,2014,4.0,Automatic (S6),2.0,Midsize Cars,407,14.98227272727273,1700,Regular,27,19,22
Dodge,Challenger,2014,8.0,Manual 6-spd,5.7,Midsize Cars,493,18.311666666666667,2600,Premium,23,15,18
Dodge,Challenger SRT8,2014,8.0,Automatic 5-spd,6.4,Midsize Cars,521,19.388823529411766,2750,Premium,23,14,17
Dodge,Challenger SRT8,2014,8.0,Manual 6-spd,6.4,Midsize Cars,521,19.388823529411766,2750,Premium,23,14,17
Mazda,3 5-Door,2014,4.0,Automatic (S6),2.5,Midsize Cars,293,10.987,1250,Regular,36,27,30
Mazda,3 5-Door,2014,4.0,Automatic (S6),2.5,Midsize Cars,281,10.3003125,1150,Regular,37,28,32
Toyota,Camry,2014,4.0,Automatic (S6),2.5,Midsize Cars,313,11.771785714285713,1350,Regular,34,25,28
Toyota,Camry Hybrid LE,2014,4.0,Automatic (variable gear ratios),2.5,Midsize Cars,220,8.24025,950,Regular,38,42,40
Toyota,Camry Hybrid XLE/SE,2014,4.0,Automatic (variable gear ratios),2.5,Midsize Cars,229,8.451538461538462,950,Regular,37,40,39
Toyota,Camry,2014,6.0,Automatic (S6),3.5,Midsize Cars,361,13.1844,1500,Regular,30,21,25
Chevrolet,SS,2014,8.0,Automatic (S6),6.2,Large Cars,536,19.388823529411766,2200,Regular,21,14,17
Chrysler,300,2014,6.0,Automatic 8-spd,3.6,Large Cars,389,14.330869565217393,1650,Regular,30,19,23
Chrysler,300,2014,6.0,Automatic 8-spd,3.6,Large Cars,389,14.330869565217393,1650,Gasoline or E85,30,19,23
Chrysler,300 SRT8,2014,8.0,Automatic 5-spd,6.4,Large Cars,521,19.388823529411766,2750,Premium,23,14,17
Dodge,Charger,2014,6.0,Automatic 8-spd,3.6,Large Cars,389,14.330869565217393,1650,Regular,30,19,23
Dodge,Charger,2014,6.0,Automatic 8-spd,3.6,Large Cars,389,14.330869565217393,1650,Gasoline or E85,30,19,23
Dodge,Charger SRT8,2014,8.0,Automatic 5-spd,6.4,Large Cars,521,19.388823529411766,2750,Premium,23,14,17
Jeep,Patriot FWD,2014,4.0,Manual 5-spd,2.0,Small Sport Utility Vehicle 2WD,349,13.1844,1500,Regular,30,23,25
Mercedes-Benz,GLK250 Bluetec 4matic,2014,4.0,Automatic 7-spd,2.1,Small Sport Utility Vehicle 4WD,371,14.155,1600,Diesel,32,24,27
BMW,X5 sDrive35i,2014,6.0,Automatic (S8),3.0,Standard Sport Utility Vehicle 4WD,408,14.98227272727273,2150,Premium,27,19,22
Dodge,Durango AWD,2014,6.0,Automatic 8-spd,3.6,Standard Sport Utility Vehicle 4WD,458,17.347894736842107,1950,Gasoline or E85,24,17,19
Land Rover,Range Rover Sport FFV,2014,6.0,Automatic (S8),3.0,Standard Sport Utility Vehicle 4WD,471,17.347894736842107,2500,Premium or E85,23,17,19
Scion,xD,2014,4.0,Automatic 4-spd,1.8,Subcompact Cars,305,11.36586206896552,1300,Regular,33,27,29
Scion,xD,2014,4.0,Manual 5-spd,1.8,Subcompact Cars,301,11.36586206896552,1300,Regular,32,27,29
Bentley,Mulsanne,2014,8.0,Automatic (S8),6.8,Midsize Cars,688,25.354615384615386,3600,Premium,18,11,13
Chevrolet,Malibu,2014,4.0,Automatic (S6),2.5,Midsize Cars,310,11.36586206896552,1300,Regular,36,25,29
Ford,Fusion Hybrid FWD,2014,4.0,Automatic (variable gear ratios),2.0,Midsize Cars,215,8.039268292682927,900,Regular,39,43,41
Honda,Accord,2014,4.0,Automatic (AV-S7),2.4,Midsize Cars,309,11.36586206896552,1300,Regular,33,26,29
Honda,Accord,2014,6.0,Automatic (S6),3.5,Midsize Cars,364,13.73375,1550,Regular,31,21,24
Honda,Accord,2014,6.0,Manual 6-spd,3.5,Midsize Cars,414,15.695714285714288,1800,Regular,28,18,21
Lincoln,MKZ Hybrid FWD,2014,4.0,Automatic (variable gear ratios),2.0,Midsize Cars,242,8.673947368421054,1000,Regular,37,38,38
Toyota,Prius v,2014,4.0,Automatic (variable gear ratios),1.8,Midsize Station Wagons,217,8.039268292682927,900,Regular,39,43,41
Mazda,5,2014,4.0,Automatic (S5),2.5,Minivan - 2WD,369,13.73375,1550,Regular,28,21,24
Mazda,5,2014,4.0,Manual 6-spd,2.5,Minivan - 2WD,369,13.73375,1550,Regular,28,21,24
Toyota,FJ Cruiser 2WD,2014,6.0,Automatic 5-spd,4.0,Small Sport Utility Vehicle 2WD,499,18.311666666666667,2100,Regular,20,16,18
Toyota,FJ Cruiser 4WD,2014,6.0,Automatic 5-spd,4.0,Small Sport Utility Vehicle 4WD,495,18.311666666666667,2100,Regular,20,17,18
Toyota,FJ Cruiser 4WD,2014,6.0,Manual 6-spd,4.0,Small Sport Utility Vehicle 4WD,534,20.600625,2350,Regular,18,15,16
Ford,Expedition 2WD FFV,2014,8.0,Automatic 6-spd,5.4,Standard Sport Utility Vehicle 2WD,554,20.600625,2350,Gasoline or E85,20,14,16
Lincoln,Navigator 2WD FFV,2014,8.0,Automatic 6-spd,5.4,Standard Sport Utility Vehicle 2WD,554,20.600625,2350,Gasoline or E85,20,14,16
Ford,Expedition 4WD FFV,2014,8.0,Automatic 6-spd,5.4,Standard Sport Utility Vehicle 4WD,606,21.974,2500,Gasoline or E85,18,13,15
Lincoln,Navigator 4WD FFV,2014,8.0,Automatic 6-spd,5.4,Standard Sport Utility Vehicle 4WD,606,21.974,2500,Gasoline or E85,18,13,15
Toyota,Land Cruiser Wagon 4WD,2014,8.0,Automatic (S6),5.7,Standard Sport Utility Vehicle 4WD,593,21.974,2500,Regular,18,13,15
Aston Martin,V8 Vantage,2014,8.0,Manual 6-spd,4.7,Two Seaters,579,21.974,3150,Premium,19,13,15
Aston Martin,V8 Vantage,2014,8.0,Automatic (AM7),4.7,Two Seaters,550,20.600625,2950,Premium,21,14,16
Aston Martin,V8 Vantage S,2014,8.0,Manual 6-spd,4.7,Two Seaters,579,21.974,3150,Premium,19,13,15
Aston Martin,V8 Vantage S,2014,8.0,Automatic (AM7),4.7,Two Seaters,550,20.600625,2950,Premium,21,14,16
Fiat,500,2014,4.0,Manual 5-spd,1.4,Minicompact Cars,299,10.987,1550,Premium,33,28,30
Fiat,500 Abarth,2014,4.0,Manual 5-spd,1.4,Minicompact Cars,299,10.987,1550,Premium,33,28,30
Acura,TSX,2014,4.0,Automatic (S5),2.4,Compact Cars,349,13.1844,1900,Premium,31,22,25
Acura,TSX,2014,4.0,Manual 6-spd,2.4,Compact Cars,373,13.73375,1950,Premium,29,21,24
Acura,TSX,2014,6.0,Automatic (S5),3.5,Compact Cars,394,14.98227272727273,2150,Premium,28,19,22
Honda,Insight,2014,4.0,Automatic (variable gear ratios),1.3,Compact Cars,216,8.039268292682927,900,Regular,42,40,41
Honda,Insight,2014,4.0,Automatic (AV-S7),1.3,Compact Cars,216,8.039268292682927,900,Regular,42,40,41
Mitsubishi,Mirage,2014,3.0,Manual 5-spd,1.2,Compact Cars,243,9.155833333333334,1050,Regular,41,33,36
Mitsubishi,Mirage,2014,3.0,Automatic (variable gear ratios),1.2,Compact Cars,228,8.451538461538462,950,Regular,42,36,39
Acura,TL 2WD,2014,6.0,Automatic (S6),3.5,Midsize Cars,385,14.330869565217393,2050,Premium,29,20,23
Acura,TL 4WD,2014,6.0,Automatic (S6),3.7,Midsize Cars,421,15.695714285714288,2250,Premium,26,18,21
Acura,TL 4WD,2014,6.0,Manual 6-spd,3.7,Midsize Cars,442,16.4805,2350,Premium,24,18,20
Honda,Accord,2014,4.0,Manual 6-spd,2.4,Midsize Cars,324,12.207777777777778,1400,Regular,34,24,27
Honda,Accord,2014,4.0,Automatic (variable gear ratios),2.4,Midsize Cars,300,10.987,1250,Regular,35,26,30
Honda,Accord,2014,6.0,Automatic 6-spd,3.5,Midsize Cars,350,13.1844,1500,Regular,34,21,25
Jaguar,XF FFV,2014,8.0,Automatic (S8),5.0,Midsize Cars,500,18.311666666666667,2600,Premium or E85,23,15,18
Jaguar,XF FFV,2014,6.0,Automatic (S8),3.0,Midsize Cars,427,15.695714285714288,2250,Premium or E85,27,17,21
Nissan,Maxima,2014,6.0,Automatic (AV-S6),3.5,Midsize Cars,411,14.98227272727273,2150,Premium,26,19,22
Jaguar,XJ FFV,2014,8.0,Automatic (S8),5.0,Large Cars,503,18.311666666666667,2600,Premium or E85,23,15,18
Jaguar,XJL FFV,2014,8.0,Automatic (S8),5.0,Large Cars,503,18.311666666666667,2600,Premium or E85,23,15,18
Jaguar,XJ FFV,2014,6.0,Automatic (S8),3.0,Large Cars,423,15.695714285714288,2250,Premium or E85,27,18,21
Jaguar,XJL FFV,2014,6.0,Automatic (S8),3.0,Large Cars,443,16.4805,2350,Premium or E85,27,17,20
Porsche,Panamera,2014,6.0,Automatic (AM-S7),3.6,Large Cars,413,14.98227272727273,2150,Premium,28,18,22
Porsche,Panamera 4,2014,6.0,Automatic (AM-S7),3.6,Large Cars,422,15.695714285714288,2250,Premium,27,18,21
Porsche,Panamera 4S Executive,2014,6.0,Automatic (AM-S7),3.0,Large Cars,437,16.4805,2350,Premium,26,17,20
Porsche,Panamera GTS,2014,8.0,Automatic (AM-S7),4.8,Large Cars,480,17.347894736842107,2500,Premium,24,16,19
Porsche,Panamera Turbo,2014,8.0,Automatic (AM-S7),4.8,Large Cars,483,18.311666666666667,2600,Premium,24,15,18
